,0
2018-04-17,45.3934803737763
2018-04-18,44.4263385108239
2018-04-19,44.812341526158086
2018-04-20,47.14662082263151
2018-04-21,51.90690157709
2018-04-22,53.91491239694529
2018-04-23,50.084603635951765
2018-04-24,44.367545831011526
2018-04-25,40.60279178096346
2018-04-26,44.87737660527191
2018-04-27,41.23172264987657
2018-04-28,43.25912800063638
2018-04-29,50.652039675224536
2018-04-30,43.9311231111544
2018-05-01,46.51150747851516
2018-05-02,43.54385467345308
2018-05-03,41.54820865696723
2018-05-04,46.34882807106612
2018-05-05,49.17375239642891
2018-05-06,49.16640433774976
2018-05-07,53.41823584790676
2018-05-08,48.75691863215773
2018-05-09,47.601626671926105
2018-05-10,42.42495063001407
2018-05-11,51.4699743416988
2018-05-12,44.43745344848736
2018-05-13,42.84738232105168
2018-05-14,43.27208902477351
2018-05-15,39.04367068091884
2018-05-16,39.190818306872
2018-05-17,36.41078111562102
2018-05-18,35.02989429816267
2018-05-19,32.99305604914282
2018-05-20,34.05990747178508
2018-05-21,33.510781309781414
2018-05-22,34.3896708484501
2018-05-23,35.95226901148344
2018-05-24,29.779623221728624
2018-05-25,35.275781110066106
2018-05-26,39.99003825942456
2018-05-27,38.72239564678702
2018-05-28,49.66563470507528
2018-05-29,45.94855366335903
2018-05-30,44.36664658804589
2018-05-31,45.77751726162723
2018-06-01,49.25730803814774
2018-06-02,43.58246570124536
2018-06-03,46.17135793885873
2018-06-04,49.60943220817354
2018-06-05,49.15643272282944
2018-06-06,44.54059423747767
2018-06-07,44.0494670651925
2018-06-08,43.31010025124263
2018-06-09,50.28444534373217
2018-06-10,45.19444848865668
2018-06-11,42.48627538082932
2018-06-12,40.30177091870768
2018-06-13,35.86540046708507
2018-06-14,39.95377421556683
2018-06-15,39.39682712215285
2018-06-16,45.911560401031885
2018-06-17,44.99580730689706
2018-06-18,50.90850773524144
2018-06-19,47.52081929881375
2018-06-20,52.536775583367
2018-06-21,66.00930267845952
2018-06-22,70.05415130018486
2018-06-23,68.80459057790856
2018-06-24,74.35180279776432
2018-06-25,75.5697378543884
2018-06-26,93.19336168613746
2018-06-27,88.33936446508928
2018-06-28,80.87280866098256
2018-06-29,73.78095397650762
2018-06-30,73.4090848996577
2018-07-01,66.5106397795341
2018-07-02,69.28501900731452
2018-07-03,69.89009681314273
2018-07-04,55.6240475110366
2018-07-05,40.14730179908807
2018-07-06,40.59291794180033
2018-07-07,45.31681403131848
2018-07-08,44.533922348131526
2018-07-09,37.801550990405445
2018-07-10,40.009565313974434
2018-07-11,43.44303260763757
2018-07-12,53.522524979633445
2018-07-13,57.55166581515139
2018-07-14,51.91334244718797
2018-07-15,50.43700290797037
2018-07-16,60.828221975454014
2018-07-17,56.73302471295608
2018-07-18,51.67107768237339
2018-07-19,48.22715897938146
2018-07-20,50.86779450991566
2018-07-21,52.392606434058166
2018-07-22,54.35274686726408
2018-07-23,56.50460007238887
2018-07-24,58.55310299210286
2018-07-25,52.2897690991821
2018-07-26,51.48572984816248
2018-07-27,59.175419760641375
2018-07-28,53.65960637734048
2018-07-29,55.875284390666415
2018-07-30,46.03282937396306
2018-07-31,40.51799157494833
2018-08-01,37.046565506440736
2018-08-02,41.0514925044791
2018-08-03,34.82788284678687
2018-08-04,35.30127047160716
2018-08-05,37.47241481782709
2018-08-06,43.228152436680325
2018-08-07,41.81755378714476
2018-08-08,45.47778840011049
2018-08-09,47.72829880574928
2018-08-10,54.56132508672725
2018-08-11,46.96951362719516
2018-08-12,55.42150243780023
2018-08-13,60.32800461182816
2018-08-14,48.56938598736826
2018-08-15,44.50265059784689
2018-08-16,41.99239430102709
2018-08-17,45.450603663979074
2018-08-18,42.45264500239095
2018-08-19,52.69988537063982
2018-08-20,52.26025051589942
2018-08-21,48.28296092176683
2018-08-22,58.43349824121236
2018-08-23,60.43156323946971
2018-08-24,52.69526036436615
2018-08-25,48.4393140176444
2018-08-26,55.83565086858931
2018-08-27,54.28107681720159
2018-08-28,68.16465368899422
2018-08-29,72.82412373859945
2018-08-30,75.78741464857839
2018-08-31,84.34970618067807
2018-09-01,73.96244524907884
2018-09-02,79.5360023144373
2018-09-03,77.00040938522442
2018-09-04,72.90405631834386
2018-09-05,63.0735392307456
2018-09-06,68.35944834920842
2018-09-07,59.366675064185
2018-09-08,60.22378513499588
2018-09-09,54.48012511354585
2018-09-10,54.07037926035147
2018-09-11,52.877333439269336
2018-09-12,53.59857299843841
2018-09-13,55.6564602855761
2018-09-14,60.75485379508584
2018-09-15,56.59338893336832
2018-09-16,66.03480387613028
2018-09-17,56.92321688410031
2018-09-18,60.46374561874232
2018-09-19,64.31773644945186
2018-09-20,62.07719406173905
2018-09-21,63.26384822928618
2018-09-22,58.04553641415604
2018-09-23,66.76341550563598
2018-09-24,60.51992063074718
2018-09-25,56.81277266964568
2018-09-26,66.21770388874889
2018-09-27,62.88502670277455
2018-09-28,62.74550951046014
2018-09-29,52.11034139564229
2018-09-30,45.80357596222322
2018-10-01,44.30295193693004
2018-10-02,51.78001941255408
2018-10-03,55.91624752209698
2018-10-04,51.19469080708216
2018-10-05,52.41802469796285
2018-10-06,47.85152295221722
2018-10-07,49.00480165124307
2018-10-08,42.59999241112838
2018-10-09,38.57559319286364
2018-10-10,40.11607711307385
2018-10-11,40.86536918591518
2018-10-12,42.701633656935854
2018-10-13,41.96243630486941
2018-10-14,43.62227073492066
2018-10-15,40.23046623362024
2018-10-16,46.95427296929199
2018-10-17,54.14537985196933
2018-10-18,66.53141825630938
2018-10-19,62.44413680878112
2018-10-20,53.58482615700149
2018-10-21,55.41263835194064
2018-10-22,62.50561779490358
2018-10-23,65.54495267784736
2018-10-24,60.68745573906455
2018-10-25,60.699969911337824
2018-10-26,52.738722527018126
2018-10-27,49.41931067212031
2018-10-28,50.99900057718525
2018-10-29,59.56285735078865
2018-10-30,52.58649735914079
2018-10-31,58.821524386420485
2018-11-01,53.859757458184646
2018-11-02,61.422405265076016
2018-11-03,61.141232002294856
2018-11-04,63.16140042392453
2018-11-05,58.5955434761896
2018-11-06,63.12483506524148
2018-11-07,55.022174267131
2018-11-08,44.894676109835785
2018-11-09,45.47794459755189
2018-11-10,51.8600019086217
2018-11-11,55.93829758601376
2018-11-12,60.41965161113836
2018-11-13,55.17377033573639
2018-11-14,59.298503416399605
2018-11-15,65.24446020759176
2018-11-16,62.83340859390669
2018-11-17,70.67792021954969
2018-11-18,68.7650397806969
2018-11-19,69.52585281745557
2018-11-20,71.86334535192694
2018-11-21,60.09048827925335
2018-11-22,55.35476877616634
2018-11-23,53.86758120057588
2018-11-24,50.279134143415305
2018-11-25,43.21636509159554
2018-11-26,38.58474837502129
2018-11-27,42.86203435454436
2018-11-28,39.651605074875214
2018-11-29,35.12387892626832
2018-11-30,28.197989775546343
2018-12-01,29.84858967124903
2018-12-02,39.48006133019432
2018-12-03,41.26140603584651
2018-12-04,38.49853050607352
2018-12-05,30.632309149888
2018-12-06,28.27095064505365
2018-12-07,23.28234785521028
2018-12-08,26.33370185395109
2018-12-09,24.91146314541526
2018-12-10,30.40960355266941
2018-12-11,25.89526151413716
2018-12-12,25.224383623780888
2018-12-13,26.220524846327976
2018-12-14,26.251736690488404
2018-12-15,26.732985026655538
2018-12-16,25.24320683273569
2018-12-17,30.384190296637023
2018-12-18,42.02704971676518
2018-12-19,44.43132663288071
2018-12-20,47.67894546140069
2018-12-21,41.682374314019626
2018-12-22,45.25784954026482
2018-12-23,48.6022833022008
2018-12-24,42.74583519100357
2018-12-25,50.31122078157344
2018-12-26,67.29873371562394
2018-12-27,61.05988573954634
2018-12-28,54.94124819239571
2018-12-29,53.14398979147923
2018-12-30,51.93150244156919
2018-12-31,44.79102429065136
2019-01-01,47.23161925616369
2019-01-02,48.52079205981885
2019-01-03,47.93066421195095
2019-01-04,43.06738819093536
2019-01-05,44.98434839343221
2019-01-06,42.24935563286106
2019-01-07,44.029869351508665
2019-01-08,43.325410616414445
2019-01-09,47.14341823027052
2019-01-10,49.683995405454056
2019-01-11,57.9264369907098
2019-01-12,60.42895293729479
2019-01-13,59.62935537968153
2019-01-14,67.55151047758685
2019-01-15,62.71504116777228
2019-01-16,50.82966606351012
2019-01-17,45.71773290143512
2019-01-18,44.818702302457055
2019-01-19,55.0699063531144
2019-01-20,52.39537066075097
2019-01-21,51.86473877319327
2019-01-22,55.64354800606021
2019-01-23,53.29832947043086
2019-01-24,53.2514386004296
2019-01-25,48.33805392416802
2019-01-26,58.00510191945212
2019-01-27,56.521634697366885
2019-01-28,52.62047857045506
2019-01-29,60.39586285769888
2019-01-30,58.46632267885473
2019-01-31,66.28305273277829
2019-02-01,59.589731644267474
2019-02-02,63.07513351690102
2019-02-03,68.13651558952203
2019-02-04,71.7547899112556
2019-02-05,76.92186806670507
2019-02-06,76.50091552936979
2019-02-07,83.69817256734824
2019-02-08,62.773424056893845
2019-02-09,61.18432065209129
2019-02-10,52.77063339191814
2019-02-11,49.91319796663564
2019-02-12,45.41034543568937
2019-02-13,45.570720863219854
2019-02-14,46.91879414596664
2019-02-15,48.83105308840587
2019-02-16,49.43275515307664
2019-02-17,57.38030232899655
2019-02-18,55.82728124089999
2019-02-19,47.876063011872056
2019-02-20,49.79394144613797
2019-02-21,44.03161235110429
2019-02-22,45.708665975292334
2019-02-23,53.16587469227314
2019-02-24,54.22941331188347
2019-02-25,72.19387491239445
2019-02-26,63.07170970547956
2019-02-27,65.23724595441972
2019-02-28,56.64174653564196
2019-03-01,52.69355349891632
2019-03-02,50.83718493667736
2019-03-03,43.67924128156481
2019-03-04,51.52343615422183
2019-03-05,51.67166742714414
2019-03-06,54.457191917891535
2019-03-07,58.67811481872464
2019-03-08,60.92112424464795
2019-03-09,51.794118976127855
2019-03-10,50.33433897953184
2019-03-11,53.172153929659984
2019-03-12,46.47417977792638
2019-03-13,45.336191042777735
2019-03-14,41.72035022263412
2019-03-15,35.14145890141977
2019-03-16,33.43436542082316
2019-03-17,35.87443038745846
2019-03-18,39.52028292781996
2019-03-19,37.23444124221777
2019-03-20,39.70181439326374
2019-03-21,33.53818648023588
2019-03-22,34.96931979275536
2019-03-23,37.84329910340948
2019-03-24,41.85881217218448
2019-03-25,39.61364713224605
2019-03-26,46.5157701757207
2019-03-27,44.79920318625555
2019-03-28,48.12561215819548
2019-03-29,50.2872596267479
2019-03-30,52.98868791764355
2019-03-31,45.01137419438293
2019-04-01,42.32920492988483
2019-04-02,43.83491418405956
2019-04-03,47.51086175959413
2019-04-04,46.84949489850393
2019-04-05,48.72932735341759
2019-04-06,47.694611135745305
2019-04-07,42.34389784944881
2019-04-08,39.15870579728942
2019-04-09,38.38520109876129
2019-04-10,38.84177883901843
2019-04-11,36.69246126127938
2019-04-12,35.08560240624637
2019-04-13,35.4249335864259
2019-04-14,33.24305853079403
2019-04-15,39.08156282602288
2019-04-16,35.66627992646006
2019-04-17,41.02334116668301
2019-04-18,38.91877721077661
2019-04-19,42.51336927750077
2019-04-20,44.56701572653633
2019-04-21,51.13650731871269
2019-04-22,52.79390222151813
2019-04-23,49.32184556128732
2019-04-24,60.989766941160894
2019-04-25,71.61156792701293
2019-04-26,66.53795793936598
2019-04-27,59.8123711714993
2019-04-28,50.72970084884951
2019-04-29,57.38239357269161
2019-04-30,55.5625298834081
2019-05-01,50.66547507767029
2019-05-02,52.79600112501666
2019-05-03,48.96000465389342
2019-05-04,59.96448893435392
2019-05-05,56.87245925493683
2019-05-06,60.57944503082058
2019-05-07,63.23818169741012
2019-05-08,58.480300058377935
2019-05-09,57.67336520486396
2019-05-10,56.734464131985874
2019-05-11,57.81429982553967
2019-05-12,71.73650016081503
2019-05-13,58.75912844116613
2019-05-14,53.11609719678574
2019-05-15,53.44978177796397
2019-05-16,54.74382457710968
2019-05-17,39.72858913675723
2019-05-18,37.82055959978198
2019-05-19,37.84870221290829
2019-05-20,34.613344463879216
2019-05-21,30.689689715252616
2019-05-22,29.626644540611053
2019-05-23,33.182929431674424
2019-05-24,35.66483558126547
2019-05-25,36.062745508404575
2019-05-26,38.311318028631646
2019-05-27,41.83612147411174
2019-05-28,41.32789892758386
2019-05-29,37.62415012740396
2019-05-30,39.25407562912204
2019-05-31,43.089675801026175
2019-06-01,50.69852580481108
2019-06-02,50.02116938075481
2019-06-03,51.37591828497261
2019-06-04,54.21222958954404
2019-06-05,49.67724208154976
2019-06-06,63.19561584434226
2019-06-07,62.2007332746624
2019-06-08,68.61980493306726
2019-06-09,66.37135380906749
2019-06-10,73.27756966675611
2019-06-11,59.44244118993694
2019-06-12,55.17291204641375
2019-06-13,45.64070322166676
2019-06-14,41.36891192090837
2019-06-15,38.19915349440906
2019-06-16,43.82081226845432
2019-06-17,45.33412107360351
2019-06-18,47.4887798721309
2019-06-19,52.13652355129098
2019-06-20,53.85704938136856
2019-06-21,52.99747909320628
2019-06-22,52.82700169501159
2019-06-23,54.27593829764129
2019-06-24,57.73260748611757
2019-06-25,53.63189107209377
2019-06-26,54.45324078547053
2019-06-27,55.19860581400449
2019-06-28,50.33427036061627
2019-06-29,55.65032271043183
2019-06-30,59.325209636674295
2019-07-01,65.03536809903258
2019-07-02,56.47479794589077
2019-07-03,53.45559221134294
2019-07-04,46.11823890471689
2019-07-05,44.25696609653901
2019-07-06,41.86561068307257
2019-07-07,51.99062040784197
2019-07-08,48.72556034692439
2019-07-09,52.08616082644944
2019-07-10,53.11630316846372
2019-07-11,51.51919070576525
2019-07-12,50.01117762141409
2019-07-13,42.51945680360937
2019-07-14,48.36810099211371
2019-07-15,43.56585250530181
2019-07-16,39.57596914571919
2019-07-17,44.29952893215498
2019-07-18,45.37215420007774
2019-07-19,45.06343464752967
2019-07-20,45.65036074006413
2019-07-21,41.10335685437547
2019-07-22,41.41342793626033
2019-07-23,40.763493026776494
2019-07-24,50.43679635117929
2019-07-25,52.098945760250025
2019-07-26,50.56505861407268
2019-07-27,55.931309240010826
2019-07-28,51.49305634682014
2019-07-29,45.001442899913904
2019-07-30,50.06171801687403
2019-07-31,50.68635104891451
2019-08-01,47.40320796218146
2019-08-02,46.001957654322936
2019-08-03,42.05563197004737
2019-08-04,38.98103323551708
2019-08-05,45.0560417436722
2019-08-06,55.37438925792139
2019-08-07,49.33002755791999
2019-08-08,51.42762704423376
2019-08-09,54.70245003582359
2019-08-10,63.21172843700711
2019-08-11,50.88672320537376
2019-08-12,51.93402775445819
2019-08-13,55.505011941860346
2019-08-14,43.66456688790484
2019-08-15,46.10001419239988
2019-08-16,46.244830344082345
2019-08-17,42.9760678140055
2019-08-18,41.24769499299947
2019-08-19,41.830716111338816
2019-08-20,41.24445126264365
2019-08-21,35.88681636561186
2019-08-22,34.72631329550973
2019-08-23,31.97326693886176
2019-08-24,41.614427749730616
2019-08-25,50.74661503892046
2019-08-26,58.83982517082224
2019-08-27,58.62686411151127
2019-08-28,58.13514122610574
2019-08-29,54.74921872474802
2019-08-30,53.174397010195726
2019-08-31,50.8545167610193
2019-09-01,50.724795216812666
2019-09-02,50.67959738505405
2019-09-03,48.30255842350013
2019-09-04,51.18073294657379
2019-09-05,53.90780295764726
2019-09-06,50.46844038324206
2019-09-07,57.33315638421524
2019-09-08,54.24312919381665
2019-09-09,64.04751943450103
2019-09-10,57.70796338299976
2019-09-11,55.36369594569505
2019-09-12,49.09043007659631
2019-09-13,62.00729329936621
2019-09-14,50.432332201003184
2019-09-15,53.71829951891512
2019-09-16,50.38228781965303
2019-09-17,47.243156984817446
2019-09-18,51.218126142269725
2019-09-19,53.46414008104677
2019-09-20,50.35132428864706
2019-09-21,44.636479516253175
2019-09-22,45.40021198312116
2019-09-23,46.117621143516565
2019-09-24,51.67784167922312
2019-09-25,59.76680416899968
2019-09-26,61.89270417312005
2019-09-27,65.10047906376496
2019-09-28,79.50701020801714
2019-09-29,84.78666888255843
2019-09-30,87.27573960858423
2019-10-01,83.07392707977077
2019-10-02,71.52849778744506
2019-10-03,62.41768740585876
2019-10-04,65.40202170137952
2019-10-05,58.35841844886295
2019-10-06,63.19869638024189
2019-10-07,59.53808642477407
2019-10-08,72.06598433522396
2019-10-09,75.85632682416175
2019-10-10,75.2890600893569
2019-10-11,69.68656743069651
2019-10-12,71.15449257173235
2019-10-13,65.95073986253097
2019-10-14,57.0592040494837
2019-10-15,58.24535184159
2019-10-16,53.72491213197064
2019-10-17,56.51429840819374
2019-10-18,50.05168121349659
2019-10-19,49.820570494493055
2019-10-20,56.1467466664153
2019-10-21,57.997808762057815
2019-10-22,58.07625435453989
2019-10-23,44.45780067719065
2019-10-24,49.4464542797655
2019-10-25,46.64125730267019
2019-10-26,41.11385031068156
2019-10-27,38.53465835851775
2019-10-28,39.117648954944976
2019-10-29,46.25021786711928
2019-10-30,47.457584716037374
2019-10-31,43.31488350717099
2019-11-01,43.399213680103145
2019-11-02,53.66512217327276
2019-11-03,55.37089225263577
2019-11-04,59.046314003040365
2019-11-05,75.15465380018703
2019-11-06,61.30287477113892
2019-11-07,60.13171213996051
2019-11-08,58.11281378698081
2019-11-09,58.87834771659356
2019-11-10,49.21224531956418
2019-11-11,53.09577671380836
2019-11-12,54.78940115856476
2019-11-13,58.67566607845173
2019-11-14,69.1345619568011
2019-11-15,69.48843675936666
2019-11-16,72.31088524301671
2019-11-17,67.10390981801328
2019-11-18,65.79888264496893
2019-11-19,58.3764023038223
2019-11-20,57.62649584480932
2019-11-21,63.76745511333568
2019-11-22,62.14412657673483
2019-11-23,59.91457747950688
2019-11-24,52.89465497564164
2019-11-25,53.881362380330245
2019-11-26,51.2916039773702
2019-11-27,50.70234472385033
2019-11-28,45.81829470763568
2019-11-29,49.63662421713722
2019-11-30,54.13997359049143
2019-12-01,50.60202691165409
2019-12-02,56.64482969757202
2019-12-03,47.16648624937057
2019-12-04,41.870597667310925
2019-12-05,46.79107438149583
2019-12-06,42.681991168058445
2019-12-07,46.94008726179744
2019-12-08,54.38770078457031
2019-12-09,50.77726455818416
2019-12-10,55.58807037807927
2019-12-11,51.53017522693762
2019-12-12,48.492139263465525
2019-12-13,49.809843093406
2019-12-14,49.66599506423346
2019-12-15,52.600966452377854
2019-12-16,62.29940945120728
2019-12-17,62.47157461886874
2019-12-18,64.70645006260172
2019-12-19,55.69763192922986
2019-12-20,50.28910122506031
2019-12-21,46.35929969820143
2019-12-22,45.88162416586152
2019-12-23,48.100206067329694
2019-12-24,49.149046148345846
2019-12-25,53.2916952728554
2019-12-26,48.274154523721904
2019-12-27,47.66077283450558
2019-12-28,52.97488517468509
2019-12-29,44.93139272868767
2019-12-30,52.410106200365135
2019-12-31,48.06922776384293
2020-01-01,36.84700875820333
2020-01-02,35.36691261831355
2020-01-03,35.69804762854338
2020-01-04,35.62535282918743
2020-01-05,36.37060142188808
2020-01-06,36.84085105819414
2020-01-07,39.26053372996044
2020-01-08,40.23879319152644
2020-01-09,46.0849546204799
2020-01-10,48.20025644281559
2020-01-11,55.10176889844852
2020-01-12,47.997822194391546
2020-01-13,53.63711885125021
2020-01-14,53.57364655256003
2020-01-15,55.62106784567771
2020-01-16,61.22844086285827
2020-01-17,53.31561646444541
2020-01-18,55.10344677128746
2020-01-19,55.43847956715359
2020-01-20,53.58780443320477
2020-01-21,42.67200027053628
2020-01-22,40.708269980394334
2020-01-23,41.84183242347639
2020-01-24,45.3718214725004
2020-01-25,46.58054047122944
2020-01-26,42.27636753355573
2020-01-27,39.28768469304077
2020-01-28,43.57198955135685
2020-01-29,47.37377789850636
2020-01-30,51.43285922205375
2020-01-31,53.66376479139545
2020-02-01,45.50427847915946
2020-02-02,42.517891423233856
2020-02-03,41.32136398401737
2020-02-04,38.99207121696858
2020-02-05,47.40468260187316
2020-02-06,41.48963358138813
2020-02-07,38.787516200920486
2020-02-08,35.0733128213238
2020-02-09,32.60883960335778
2020-02-10,36.851711341105656
2020-02-11,35.64445796507033
2020-02-12,33.03254273469766
2020-02-13,43.49164863525438
2020-02-14,43.34386741449616
2020-02-15,40.93606513057903
2020-02-16,47.854544491288095
2020-02-17,46.31328800957854
2020-02-18,53.80559025688988
2020-02-19,54.61884459976252
2020-02-20,54.33637644463447
2020-02-21,52.52602408619909
2020-02-22,44.747023490029065
2020-02-23,52.30452859755147
2020-02-24,54.08510636694069
2020-02-25,50.28177952618207
2020-02-26,44.41479411937832
2020-02-27,51.598434743815744
2020-02-28,49.79793125266023
2020-02-29,51.19397423583381
2020-03-01,50.57427187460108
2020-03-02,50.823818489581896
2020-03-03,46.58286664187165
2020-03-04,47.25391923376408
2020-03-05,55.43985510842564
2020-03-06,46.79450862834852
2020-03-07,45.506240525658725
2020-03-08,44.95758079976559
2020-03-09,49.08238734541048
2020-03-10,51.678775134008745
2020-03-11,51.89882547945184
2020-03-12,58.67528549714105
2020-03-13,54.57758595246878
2020-03-14,51.3984856717784
2020-03-15,47.109115680217286
2020-03-16,55.00946484059911
2020-03-17,55.26903530712373
2020-03-18,58.07624938156105
2020-03-19,49.23225873558964
2020-03-20,53.35667101271218
2020-03-21,50.06179019572324
2020-03-22,46.65698816961593
2020-03-23,47.91282734400551
2020-03-24,59.36985180537757
2020-03-25,51.009984651430514
2020-03-26,50.85069067315747
2020-03-27,45.3675524573906
2020-03-28,53.59365078132491
2020-03-29,53.108640817947006
2020-03-30,51.40241229195749
2020-03-31,54.81851950854559
2020-04-01,54.00890058244065
2020-04-02,47.31272042188682
2020-04-03,49.4075918091243
2020-04-04,52.137544098011055
2020-04-05,59.24178179391389
2020-04-06,55.5315048712482
2020-04-07,46.67115771948798
2020-04-08,44.8774704612613
2020-04-09,46.2210223944471
2020-04-10,49.89520798438385
2020-04-11,41.373762644828375
2020-04-12,47.36714942978085
2020-04-13,50.8154930830986
2020-04-14,52.29428268018673
2020-04-15,47.97813295861847
2020-04-16,47.12541860656162
2020-04-17,51.13959409753021
2020-04-18,54.71546250453245
2020-04-19,54.99059412563456
2020-04-20,53.48068352289532
2020-04-21,49.075933091451695
2020-04-22,45.70017526594484
2020-04-23,52.82914300216635
2020-04-24,44.485073382679545
2020-04-25,51.165936324319446
2020-04-26,48.18164004210935
2020-04-27,51.201067169914914
2020-04-28,49.71654055530574
2020-04-29,40.229899296873214
2020-04-30,48.3781556664222
2020-05-01,55.98614324193538
2020-05-02,60.33374188697989
2020-05-03,52.83349157232744
2020-05-04,60.25951386288448
2020-05-05,55.14807034565551
2020-05-06,61.464802490519055
2020-05-07,57.661271235788526
2020-05-08,65.7317585841024
2020-05-09,54.93701313823527
2020-05-10,59.09226589810041
2020-05-11,54.14456416645219
2020-05-12,52.96855591814521
2020-05-13,55.72555295003673
2020-05-14,53.00362311993357
2020-05-15,50.75637544540631
2020-05-16,42.25159664959222
2020-05-17,36.5641772954589
2020-05-18,40.74804735947247
2020-05-19,41.27192265107886
2020-05-20,45.54785728596413
2020-05-21,54.917837235647696
2020-05-22,50.807797444240656
2020-05-23,51.94410585418889
2020-05-24,58.49086154907731
2020-05-25,52.389535266192986
2020-05-26,50.18391196489976
2020-05-27,47.303281144115374
2020-05-28,38.50990448476538
2020-05-29,41.4289778571831
2020-05-30,42.98023731474591
2020-05-31,43.39508431059493
2020-06-01,45.21373252894293
2020-06-02,41.47193814625731
2020-06-03,43.92194266668064
2020-06-04,40.93963055198387
2020-06-05,47.95213514323533
2020-06-06,56.77873019235966
2020-06-07,50.014620095424654
2020-06-08,44.82647204228461
2020-06-09,43.979953991974966
2020-06-10,39.61977432491136
2020-06-11,44.66169310990665
2020-06-12,51.828537989820056
2020-06-13,50.32250990322452
2020-06-14,55.12639398892818
2020-06-15,61.32059598895038
2020-06-16,58.780319872913445
2020-06-17,59.64474367969322
2020-06-18,63.8933544576478
2020-06-19,51.25675244933968
2020-06-20,46.748484709124256
2020-06-21,39.35220844941269
2020-06-22,42.93610971204817
2020-06-23,43.653852597776655
2020-06-24,44.72765757493368
2020-06-25,45.4343287783924
2020-06-26,44.77436103316664
2020-06-27,40.10012791035005
2020-06-28,49.05379960096608
2020-06-29,55.04497896605045
2020-06-30,61.29417309557654
2020-07-01,63.97530130151381
2020-07-02,61.32638881044764
2020-07-03,54.20767434228737
2020-07-04,50.48801103937131
2020-07-05,52.10797599011238
2020-07-06,53.58586423414947
2020-07-07,54.02370487117547
2020-07-08,51.64873682412527
2020-07-09,55.31069666859928
2020-07-10,64.76823013013447
2020-07-11,60.4500690120266
2020-07-12,50.071197624031925
2020-07-13,50.40705096412429
2020-07-14,40.15900186383082
2020-07-15,43.22418533062126
2020-07-16,39.92415535526311
2020-07-17,43.82952562093917
2020-07-18,44.29807691854263
2020-07-19,52.0866392533685
2020-07-20,52.72171777841656
2020-07-21,53.36380088525359
